elapsed_ms,actual_interval_ms,encoder,delta_counts,command_speed_hz,reference_speed_hz,actual_speed_hz,position_error_arcsec
2004805,83.54810499986343,16220780,-34.0,59.42,59.42,62.09582229613084,262.0597234672936
2004888,83.590231000926,16220748,-32.0,59.42,59.42,58.413673960847284,262.08101609576886
2004972,83.5623740003939,16220709,-39.0,59.42,59.42,71.21539814494678,261.83152306710326
2005056,83.55363499867963,16220666,-43.0,59.42,59.42,78.52775402265486,261.42740335858593
2005139,83.53134699973452,16220632,-34.0,59.42,59.42,62.10827991635868,261.3705627115716
2005223,83.50766300100076,16220601,-31.0,59.42,59.42,56.64419814165213,261.4292372703769
2005306,83.61134000006132,16220567,-34.0,59.42,59.42,62.0488594160337,261.3735997730827
2005390,83.54643399979977,16220529,-38.0,59.42,59.42,69.40260123805997,261.1624908056638
2005473,83.3944549995067,16220492,-37.0,59.42,59.42,67.69936865896415,260.9877197794094
2005557,83.54338000026473,16220465,-27.0,59.42,59.42,49.314177219810176,261.2014267856969
2005640,83.51780300108658,16220432,-33.0,59.42,59.42,60.291341602454374,261.1830062374459
2005724,83.50976599831483,16220395,-37.0,59.42,59.42,67.60588879196389,261.00996956788987
2005807,83.4429500009719,16220370,-25.0,59.42,59.42,45.71623205532125,261.29941365757134
2005891,83.42297799936205,16220339,-31.0,59.42,59.42,56.701699253785605,261.35681449573104
2005974,83.42262000041956,16220316,-23.0,59.42,59.42,42.069183206633284,261.72320042785617
2006058,83.46136500040302,16220282,-34.0,59.42,59.42,62.16035744472845,261.6653072034593
2006141,83.40808200046013,16220255,-27.0,59.42,59.42,49.394170781343135,261.8769792348123
2006224,83.41564599868434,16220220,-35.0,59.42,59.42,64.02367455092578,261.7797745553833
2006308,83.57426099973964,16220199,-21.0,59.42,59.42,38.34129868207848,262.2256888920203
2006391,83.49353300036455,16220170,-29.0,59.42,59.42,52.99870144560393,262.36139854553056
2006475,83.44253100040078,16220141,-29.0,59.42,59.42,53.031095474605706,262.4963410938975
2006558,83.4538800008886,16220116,-25.0,59.42,59.42,45.71024457561927,262.78594957829205
2006642,83.42453799923533,16220084,-32.0,59.42,59.42,58.529691828137615,262.8047500701079
2006725,83.42953600003966,16220059,-25.0,59.42,59.42,45.723582420777056,263.0939924039932
2006809,83.48983699943346,16220029,-30.0,59.42,59.42,54.82866997070629,263.19102265729396
2006892,83.57463500033191,16219998,-31.0,59.42,59.42,56.598806675688316,263.2507045210125
2006976,83.52779000051669,16219969,-29.0,59.42,59.42,52.97696524830392,263.3869294233568
2007059,83.5493390004558,16219949,-20.0,59.42,59.42,36.5264147988454,263.8710927258051
2007143,83.46263299972634,16219917,-32.0,59.42,59.42,58.50297701506745,263.89046619261865
